sample,time,temp1,val1,val2,val3,
2466,10850.1518,23.914,+1.05906113E+01,1.05907639E+01,+2.04000000E-02,
2467,10854.5521,23.914,+1.05906114E+01,1.05907626E+01,+2.04000000E-02,
2468,10858.9518,23.914,+1.05906109E+01,1.05907617E+01,+2.02690000E-02,
2469,10863.3518,23.906,+1.05906106E+01,1.05907616E+01,+2.04000000E-02,
2470,10867.7542,23.906,+1.05906103E+01,1.05907615E+01,+2.02690000E-02,
2471,10872.1516,23.906,+1.05906099E+01,1.05907608E+01,+2.02690000E-02,
2472,10876.5493,23.906,+1.05906096E+01,1.05907618E+01,+2.02690000E-02,
2473,10880.9465,23.906,+1.05906103E+01,1.05907617E+01,+2.02690000E-02,
2474,10885.3445,23.906,+1.05906095E+01,1.05907626E+01,+2.02690000E-02,
2475,10889.7418,23.906,+1.05906092E+01,1.05907623E+01,+2.02690000E-02,
2476,10894.1418,23.906,+1.05906094E+01,1.05907649E+01,+2.02690000E-02,
2477,10898.5393,23.906,+1.05906093E+01,1.05907645E+01,+2.04000000E-02,
2478,10902.9380,23.906,+1.05906089E+01,1.05907625E+01,+2.02690000E-02,
2479,10907.3367,23.906,+1.05906093E+01,1.05907619E+01,+2.04000000E-02,
2480,10911.7361,23.906,+1.05906093E+01,1.05907631E+01,+2.02690000E-02,
2481,10916.1325,23.906,+1.05906090E+01,1.05907633E+01,+2.02690000E-02,
2482,10920.5316,23.906,+1.05906093E+01,1.05907629E+01,+2.02690000E-02,
2483,10924.9310,23.906,+1.05906085E+01,1.05907611E+01,+2.02690000E-02,
2484,10929.3614,23.906,+1.05906085E+01,1.05907611E+01,+2.02690000E-02,
2485,10933.7307,23.914,+1.05906094E+01,1.05907620E+01,+2.02690000E-02,
2486,10938.1310,23.914,+1.05906098E+01,1.05907639E+01,+2.04000000E-02,
2487,10942.5310,23.914,+1.05906106E+01,1.05907620E+01,+2.02690000E-02,
2488,10946.9311,23.914,+1.05906105E+01,1.05907633E+01,+2.02690000E-02,
2489,10951.3314,23.914,+1.05906098E+01,1.05907629E+01,+2.02690000E-02,
2490,10955.7314,23.914,+1.05906102E+01,1.05907620E+01,+2.02690000E-02,
2491,10960.1315,23.914,+1.05906101E+01,1.05907612E+01,+2.02690000E-02,
2492,10964.5315,23.914,+1.05906111E+01,1.05907621E+01,+2.02690000E-02,
2493,10968.9318,23.914,+1.05906104E+01,1.05907630E+01,+2.02690000E-02,
2494,10973.3320,23.914,+1.05906105E+01,1.05907633E+01,+2.02690000E-02,
2495,10977.7336,23.914,+1.05906099E+01,1.05907616E+01,+2.02690000E-02,
2496,10982.1342,23.914,+1.05906095E+01,1.05907629E+01,+2.02690000E-02,
2497,10986.5345,23.922,+1.05906099E+01,1.05907622E+01,+2.02690000E-02,
2498,10990.9354,23.922,+1.05906101E+01,1.05907616E+01,+2.02690000E-02,
2499,10995.3385,23.922,+1.05906113E+01,1.05907615E+01,+2.04000000E-02,
2500,10999.7365,23.922,+1.05906114E+01,1.05907610E+01,+2.02690000E-02,
2501,11004.1382,23.906,+1.05906108E+01,1.05907613E+01,+2.02690000E-02,
2502,11008.5386,23.906,+1.05906116E+01,1.05907634E+01,+2.02690000E-02,
2503,11012.9401,23.906,+1.05906109E+01,1.05907614E+01,+2.02690000E-02,
2504,11017.3408,23.906,+1.05906115E+01,1.05907623E+01,+2.02690000E-02,
2505,11021.7413,23.906,+1.05906113E+01,1.05907628E+01,+2.02690000E-02,
2506,11026.1411,23.906,+1.05906115E+01,1.05907621E+01,+2.02690000E-02,
2507,11030.5419,23.906,+1.05906119E+01,1.05907621E+01,+2.02690000E-02,
2508,11034.9396,23.906,+1.05906122E+01,1.05907642E+01,+2.02690000E-02,
2509,11039.3396,23.914,+1.05906125E+01,1.05907642E+01,+2.02690000E-02,
2510,11043.7411,23.914,+1.05906121E+01,1.05907632E+01,+2.02690000E-02,
2511,11048.1383,23.914,+1.05906118E+01,1.05907643E+01,+2.02690000E-02,
2512,11052.5389,23.914,+1.05906122E+01,1.05907654E+01,+2.04000000E-02,
2513,11056.9398,23.914,+1.05906116E+01,1.05907644E+01,+2.02690000E-02,
2514,11061.3435,23.914,+1.05906116E+01,1.05907649E+01,+2.02690000E-02,
2515,11065.7416,23.914,+1.05906106E+01,1.05907632E+01,+2.02690000E-02,
2516,11070.1421,23.914,+1.05906116E+01,1.05907632E+01,+2.02690000E-02,
2517,11074.5425,23.914,+1.05906118E+01,1.05907637E+01,+2.02690000E-02,
2518,11078.9431,23.914,+1.05906111E+01,1.05907636E+01,+2.02690000E-02,
2519,11083.3459,23.914,+1.05906114E+01,1.05907659E+01,+2.02690000E-02,
2520,11087.7444,23.914,+1.05906110E+01,1.05907659E+01,+2.02690000E-02,
2521,11092.1453,23.914,+1.05906118E+01,1.05907654E+01,+2.02690000E-02,
2522,11096.5465,23.914,+1.05906118E+01,1.05907657E+01,+2.04000000E-02,
2523,11100.9477,23.914,+1.05906120E+01,1.05907650E+01,+2.02690000E-02,
2524,11105.3482,23.914,+1.05906119E+01,1.05907647E+01,+2.02690000E-02,
2525,11109.7489,23.914,+1.05906120E+01,1.05907632E+01,+2.02690000E-02,
2526,11114.1514,23.914,+1.05906121E+01,1.05907666E+01,+2.02690000E-02,
2527,11118.5497,23.914,+1.05906123E+01,1.05907657E+01,+2.02690000E-02,
2528,11122.9520,23.914,+1.05906116E+01,1.05907656E+01,+2.02690000E-02,
2529,11127.3507,23.922,+1.05906114E+01,1.05907647E+01,+2.02690000E-02,
2530,11131.7516,23.922,+1.05906123E+01,1.05907636E+01,+2.01380000E-02,
2531,11136.1540,23.922,+1.05906118E+01,1.05907613E+01,+2.02690000E-02,
2532,11140.5536,23.922,+1.05906119E+01,1.05907614E+01,+2.02690000E-02,
2533,11144.9548,23.914,+1.05906123E+01,1.05907612E+01,+2.02690000E-02,
2534,11149.3551,23.914,+1.05906117E+01,1.05907630E+01,+2.02690000E-02,
2535,11153.7576,23.914,+1.05906115E+01,1.05907617E+01,+2.02690000E-02,
2536,11158.1615,23.914,+1.05906117E+01,1.05907625E+01,+2.02690000E-02,
2537,11162.5591,23.906,+1.05906112E+01,1.05907607E+01,+2.02690000E-02,
2538,11166.9607,23.906,+1.05906121E+01,1.05907619E+01,+2.02690000E-02,
2539,11171.3637,23.906,+1.05906119E+01,1.05907607E+01,+2.02690000E-02,
2540,11175.7628,23.906,+1.05906117E+01,1.05907631E+01,+2.02690000E-02,
2541,11180.1633,23.914,+1.05906114E+01,1.05907630E+01,+2.02690000E-02,
2542,11184.5641,23.914,+1.05906111E+01,1.05907627E+01,+2.02690000E-02,
2543,11188.9661,23.914,+1.05906114E+01,1.05907621E+01,+2.02690000E-02,
2544,11193.3642,23.914,+1.05906112E+01,1.05907634E+01,+2.02690000E-02,
2545,11197.7645,23.914,+1.05906117E+01,1.05907641E+01,+2.02690000E-02,
2546,11202.1648,23.914,+1.05906125E+01,1.05907620E+01,+2.02690000E-02,
2547,11206.5643,23.914,+1.05906125E+01,1.05907616E+01,+2.02690000E-02,
2548,11210.9650,23.914,+1.05906118E+01,1.05907654E+01,+2.02690000E-02,
2549,11215.3684,23.906,+1.05906118E+01,1.05907655E+01,+2.02690000E-02,
2550,11219.7667,23.906,+1.05906124E+01,1.05907645E+01,+2.02690000E-02,
2551,11224.1665,23.906,+1.05906114E+01,1.05907650E+01,+2.02690000E-02,
2552,11228.5666,23.906,+1.05906110E+01,1.05907654E+01,+2.02690000E-02,
2553,11232.9672,23.914,+1.05906110E+01,1.05907649E+01,+2.02690000E-02,
2554,11237.3705,23.914,+1.05906115E+01,1.05907635E+01,+2.02690000E-02,
2555,11241.7687,23.914,+1.05906108E+01,1.05907635E+01,+2.02690000E-02,
2556,11246.1701,23.914,+1.05906111E+01,1.05907643E+01,+2.02690000E-02,
2557,11250.5721,23.914,+1.05906105E+01,1.05907643E+01,+2.04000000E-02,
2558,11254.9746,23.914,+1.05906108E+01,1.05907633E+01,+2.02690000E-02,
2559,11259.3780,23.914,+1.05906111E+01,1.05907664E+01,+2.02690000E-02,
2560,11263.7815,23.914,+1.05906115E+01,1.05907652E+01,+2.04000000E-02,
2561,11268.1811,23.914,+1.05906115E+01,1.05907663E+01,+2.04000000E-02,
2562,11272.5831,23.914,+1.05906114E+01,1.05907656E+01,+2.02690000E-02,
2563,11276.9847,23.914,+1.05906123E+01,1.05907658E+01,+2.04000000E-02,
2564,11281.3866,23.914,+1.05906120E+01,1.05907667E+01,+2.02690000E-02,
2565,11285.7892,23.914,+1.05906120E+01,1.05907640E+01,+2.02690000E-02,
2566,11290.1908,23.914,+1.05906113E+01,1.05907636E+01,+2.04000000E-02,
2567,11294.5924,23.914,+1.05906115E+01,1.05907633E+01,+2.02690000E-02,
2568,11298.9948,23.914,+1.05906117E+01,1.05907652E+01,+2.02690000E-02,
2569,11303.3944,23.906,+1.05906114E+01,1.05907648E+01,+2.04000000E-02,
2570,11307.7953,23.906,+1.05906116E+01,1.05907640E+01,+2.04000000E-02,
2571,11312.1962,23.906,+1.05906117E+01,1.05907643E+01,+2.04000000E-02,
2572,11316.5965,23.906,+1.05906118E+01,1.05907659E+01,+2.02690000E-02,
2573,11321.0001,23.922,+1.05906126E+01,1.05907671E+01,+2.04000000E-02,
2574,11325.4035,23.922,+1.05906122E+01,1.05907659E+01,+2.04000000E-02,
2575,11329.8017,23.922,+1.05906123E+01,1.05907652E+01,+2.04000000E-02,
2576,11334.2024,23.922,+1.05906123E+01,1.05907657E+01,+2.02690000E-02,
2577,11338.6028,23.922,+1.05906124E+01,1.05907643E+01,+2.02690000E-02,
2578,11343.0028,23.922,+1.05906123E+01,1.05907653E+01,+2.02690000E-02,
2579,11347.4057,23.922,+1.05906122E+01,1.05907671E+01,+2.02690000E-02,
2580,11351.8021,23.922,+1.05906121E+01,1.05907683E+01,+2.02690000E-02,
2581,11356.2023,23.922,+1.05906123E+01,1.05907682E+01,+2.04000000E-02,
2582,11360.6011,23.922,+1.05906124E+01,1.05907674E+01,+2.02690000E-02,
2583,11365.0020,23.922,+1.05906138E+01,1.05907700E+01,+2.02690000E-02,
2584,11369.3992,23.922,+1.05906129E+01,1.05907688E+01,+2.02690000E-02,
2585,11373.7983,23.914,+1.05906121E+01,1.05907668E+01,+2.04000000E-02,
2586,11378.1947,23.914,+1.05906118E+01,1.05907683E+01,+2.02690000E-02,
2587,11382.5947,23.914,+1.05906122E+01,1.05907680E+01,+2.02690000E-02,
2588,11386.9920,23.914,+1.05906125E+01,1.05907698E+01,+2.04000000E-02,
2589,11391.3904,23.898,+1.05906124E+01,1.05907691E+01,+2.04000000E-02,
2590,11395.7887,23.898,+1.05906116E+01,1.05907690E+01,+2.02690000E-02,
2591,11400.1879,23.898,+1.05906122E+01,1.05907697E+01,+2.02690000E-02,
2592,11404.5833,23.898,+1.05906124E+01,1.05907685E+01,+2.04000000E-02,
2593,11408.9820,23.883,+1.05906120E+01,1.05907680E+01,+2.04000000E-02,
2594,11413.3819,23.883,+1.05906131E+01,1.05907674E+01,+2.04000000E-02,
2595,11417.7802,23.883,+1.05906131E+01,1.05907662E+01,+2.02690000E-02,
2596,11422.1792,23.883,+1.05906128E+01,1.05907669E+01,+2.02690000E-02,
2597,11426.5779,23.883,+1.05906130E+01,1.05907688E+01,+2.04000000E-02,
2598,11430.9782,23.883,+1.05906129E+01,1.05907675E+01,+2.02690000E-02,
2599,11435.3773,23.883,+1.05906131E+01,1.05907692E+01,+2.02690000E-02,
2600,11439.7748,23.883,+1.05906136E+01,1.05907681E+01,+2.02690000E-02,
2601,11444.1739,23.883,+1.05906132E+01,1.05907675E+01,+2.04000000E-02,
2602,11448.5748,23.883,+1.05906127E+01,1.05907708E+01,+2.02690000E-02,
2603,11452.9723,23.883,+1.05906129E+01,1.05907707E+01,+2.02690000E-02,
2604,11457.3715,23.883,+1.05906126E+01,1.05907694E+01,+2.04000000E-02,
2605,11461.7701,23.898,+1.05906130E+01,1.05907680E+01,+2.04000000E-02,
2606,11466.1684,23.898,+1.05906126E+01,1.05907723E+01,+2.04000000E-02,
2607,11470.5666,23.898,+1.05906126E+01,1.05907703E+01,+2.04000000E-02,
2608,11474.9640,23.898,+1.05906130E+01,1.05907697E+01,+2.04000000E-02,
2609,11479.3623,23.898,+1.05906129E+01,1.05907694E+01,+2.04000000E-02,
2610,11483.7597,23.898,+1.05906129E+01,1.05907697E+01,+2.04000000E-02,
2611,11488.1601,23.898,+1.05906121E+01,1.05907731E+01,+2.04000000E-02,
2612,11492.5543,23.898,+1.05906121E+01,1.05907717E+01,+2.04000000E-02,
2613,11496.9566,23.898,+1.05906121E+01,1.05907703E+01,+2.02690000E-02,
2614,11501.3500,23.898,+1.05906124E+01,1.05907694E+01,+2.04000000E-02,
2615,11505.7488,23.898,+1.05906116E+01,1.05907687E+01,+2.04000000E-02,
2616,11510.1481,23.898,+1.05906124E+01,1.05907690E+01,+2.04000000E-02,
2617,11514.5477,23.891,+1.05906127E+01,1.05907711E+01,+2.04000000E-02,
2618,11518.9466,23.891,+1.05906119E+01,1.05907687E+01,+2.04000000E-02,
2619,11523.3467,23.891,+1.05906121E+01,1.05907705E+01,+2.04000000E-02,
2620,11527.7467,23.891,+1.05906123E+01,1.05907673E+01,+2.04000000E-02,
2621,11532.1463,23.898,+1.05906122E+01,1.05907680E+01,+2.04000000E-02,
2622,11536.5455,23.898,+1.05906126E+01,1.05907659E+01,+2.04000000E-02,
2623,11540.9447,23.898,+1.05906131E+01,1.05907662E+01,+2.04000000E-02,
2624,11545.3460,23.898,+1.05906123E+01,1.05907665E+01,+2.04000000E-02,
2625,11549.7442,23.898,+1.05906129E+01,1.05907652E+01,+2.04000000E-02,
2626,11554.1443,23.898,+1.05906127E+01,1.05907665E+01,+2.04000000E-02,
2627,11558.5457,23.898,+1.05906126E+01,1.05907663E+01,+2.02690000E-02,
2628,11562.9453,23.898,+1.05906122E+01,1.05907672E+01,+2.02690000E-02,
2629,11567.3460,23.898,+1.05906126E+01,1.05907706E+01,+2.04000000E-02,
2630,11571.7443,23.898,+1.05906129E+01,1.05907693E+01,+2.04000000E-02,
2631,11576.1464,23.898,+1.05906126E+01,1.05907688E+01,+2.04000000E-02,
2632,11580.5466,23.898,+1.05906118E+01,1.05907692E+01,+2.04000000E-02,
2633,11584.9470,23.906,+1.05906118E+01,1.05907703E+01,+2.04000000E-02,
2634,11589.3473,23.906,+1.05906112E+01,1.05907686E+01,+2.04000000E-02,
2635,11593.7476,23.906,+1.05906119E+01,1.05907683E+01,+2.04000000E-02,
2636,11598.1475,23.906,+1.05906119E+01,1.05907693E+01,+2.04000000E-02,
2637,11602.5501,23.906,+1.05906117E+01,1.05907696E+01,+2.04000000E-02,
2638,11606.9483,23.906,+1.05906114E+01,1.05907693E+01,+2.04000000E-02,
2639,11611.3506,23.906,+1.05906114E+01,1.05907687E+01,+2.04000000E-02,
2640,11615.7511,23.906,+1.05906112E+01,1.05907672E+01,+2.04000000E-02,
2641,11620.1490,23.906,+1.05906113E+01,1.05907679E+01,+2.04000000E-02,
2642,11624.5489,23.906,+1.05906119E+01,1.05907663E+01,+2.04000000E-02,
2643,11628.9485,23.906,+1.05906116E+01,1.05907656E+01,+2.04000000E-02,
2644,11633.3467,23.906,+1.05906115E+01,1.05907659E+01,+2.04000000E-02,
2645,11637.7463,23.906,+1.05906106E+01,1.05907679E+01,+2.04000000E-02,
2646,11642.1452,23.906,+1.05906114E+01,1.05907672E+01,+2.04000000E-02,
2647,11646.5443,23.906,+1.05906100E+01,1.05907653E+01,+2.04000000E-02,
2648,11650.9430,23.906,+1.05906114E+01,1.05907677E+01,+2.04000000E-02,
2649,11655.3417,23.906,+1.05906110E+01,1.05907661E+01,+2.04000000E-02,
2650,11659.7408,23.906,+1.05906111E+01,1.05907663E+01,+2.04000000E-02,
2651,11664.1394,23.906,+1.05906103E+01,1.05907688E+01,+2.02690000E-02,
2652,11668.5380,23.906,+1.05906108E+01,1.05907664E+01,+2.04000000E-02,
2653,11672.9363,23.906,+1.05906108E+01,1.05907648E+01,+2.04000000E-02,
2654,11677.3341,23.906,+1.05906108E+01,1.05907661E+01,+2.04000000E-02,
2655,11681.7332,23.906,+1.05906118E+01,1.05907644E+01,+2.04000000E-02,
2656,11686.1305,23.906,+1.05906113E+01,1.05907649E+01,+2.04000000E-02,
2657,11690.5315,23.898,+1.05906122E+01,1.05907667E+01,+2.04000000E-02,
2658,11694.9275,23.898,+1.05906115E+01,1.05907687E+01,+2.04000000E-02,
2659,11699.3260,23.898,+1.05906118E+01,1.05907684E+01,+2.02690000E-02,
2660,11703.7242,23.898,+1.05906120E+01,1.05907669E+01,+2.04000000E-02,
2661,11708.1222,23.906,+1.05906124E+01,1.05907671E+01,+2.02690000E-02,
2662,11712.5236,23.906,+1.05906120E+01,1.05907666E+01,+2.02690000E-02,
2663,11716.9188,23.906,+1.05906118E+01,1.05907684E+01,+2.04000000E-02,
2664,11721.3178,23.906,+1.05906126E+01,1.05907680E+01,+2.04000000E-02,
2665,11725.7166,23.898,+1.05906131E+01,1.05907691E+01,+2.02690000E-02,
2666,11730.1163,23.898,+1.05906128E+01,1.05907687E+01,+2.02690000E-02,
2667,11734.5185,23.898,+1.05906129E+01,1.05907679E+01,+2.04000000E-02,
2668,11738.9161,23.898,+1.05906126E+01,1.05907686E+01,+2.02690000E-02,
2669,11743.3171,23.883,+1.05906124E+01,1.05907711E+01,+2.02690000E-02,
2670,11747.7165,23.883,+1.05906128E+01,1.05907703E+01,+2.04000000E-02,
2671,11752.1185,23.883,+1.05906129E+01,1.05907704E+01,+2.04000000E-02,
2672,11756.5191,23.883,+1.05906128E+01,1.05907685E+01,+2.04000000E-02,
2673,11760.9192,23.898,+1.05906128E+01,1.05907701E+01,+2.02690000E-02,
2674,11765.3191,23.898,+1.05906129E+01,1.05907692E+01,+2.04000000E-02,
2675,11769.7190,23.898,+1.05906123E+01,1.05907707E+01,+2.04000000E-02,
2676,11774.1185,23.898,+1.05906135E+01,1.05907722E+01,+2.04000000E-02,
2677,11778.5182,23.898,+1.05906137E+01,1.05907684E+01,+2.04000000E-02,
2678,11782.9187,23.898,+1.05906136E+01,1.05907692E+01,+2.04000000E-02,
2679,11787.3196,23.898,+1.05906135E+01,1.05907680E+01,+2.04000000E-02,
2680,11791.7197,23.898,+1.05906136E+01,1.05907679E+01,+2.02690000E-02,
2681,11796.1198,23.906,+1.05906134E+01,1.05907683E+01,+2.04000000E-02,
2682,11800.5197,23.906,+1.05906137E+01,1.05907694E+01,+2.04000000E-02,
2683,11804.9205,23.906,+1.05906142E+01,1.05907678E+01,+2.04000000E-02,
2684,11809.3217,23.906,+1.05906142E+01,1.05907658E+01,+2.04000000E-02,
2685,11813.7239,23.898,+1.05906144E+01,1.05907682E+01,+2.04000000E-02,
2686,11818.1258,23.898,+1.05906134E+01,1.05907677E+01,+2.04000000E-02,
2687,11822.5285,23.898,+1.05906135E+01,1.05907680E+01,+2.04000000E-02,
2688,11826.9258,23.898,+1.05906135E+01,1.05907665E+01,+2.02690000E-02,
2689,11831.3299,23.891,+1.05906128E+01,1.05907684E+01,+2.02690000E-02,
2690,11835.7307,23.891,+1.05906135E+01,1.05907667E+01,+2.04000000E-02,
2691,11840.1314,23.891,+1.05906140E+01,1.05907648E+01,+2.04000000E-02,
2692,11844.5318,23.891,+1.05906143E+01,1.05907659E+01,+2.04000000E-02,
2693,11848.9321,23.898,+1.05906145E+01,1.05907665E+01,+2.04000000E-02,
2694,11853.3322,23.898,+1.05906144E+01,1.05907666E+01,+2.04000000E-02,
2695,11857.7335,23.898,+1.05906142E+01,1.05907672E+01,+2.04000000E-02,
2696,11862.1333,23.898,+1.05906140E+01,1.05907671E+01,+2.04000000E-02,
2697,11866.5328,23.898,+1.05906136E+01,1.05907684E+01,+2.02690000E-02,
2698,11870.9337,23.898,+1.05906143E+01,1.05907694E+01,+2.02690000E-02,
2699,11875.3350,23.898,+1.05906146E+01,1.05907687E+01,+2.02690000E-02,
2700,11879.7365,23.898,+1.05906149E+01,1.05907682E+01,+2.02690000E-02,
2701,11884.1388,23.891,+1.05906142E+01,1.05907666E+01,+2.04000000E-02,
2702,11888.5393,23.891,+1.05906142E+01,1.05907700E+01,+2.04000000E-02,
2703,11892.9405,23.891,+1.05906151E+01,1.05907706E+01,+2.04000000E-02,
2704,11897.3418,23.891,+1.05906140E+01,1.05907681E+01,+2.04000000E-02,
2705,11901.7432,23.898,+1.05906143E+01,1.05907697E+01,+2.04000000E-02,
2706,11906.1444,23.898,+1.05906126E+01,1.05907684E+01,+2.04000000E-02,
2707,11910.5465,23.898,+1.05906132E+01,1.05907680E+01,+2.02690000E-02,
2708,11914.9462,23.898,+1.05906132E+01,1.05907676E+01,+2.04000000E-02,
2709,11919.3465,23.906,+1.05906128E+01,1.05907664E+01,+2.04000000E-02,
2710,11923.7463,23.906,+1.05906138E+01,1.05907691E+01,+2.04000000E-02,
2711,11928.1452,23.906,+1.05906132E+01,1.05907690E+01,+2.04000000E-02,
2712,11932.5436,23.906,+1.05906135E+01,1.05907701E+01,+2.02690000E-02,
2713,11936.9417,23.898,+1.05906133E+01,1.05907680E+01,+2.04000000E-02,
2714,11941.3422,23.898,+1.05906131E+01,1.05907686E+01,+2.04000000E-02,
2715,11945.7394,23.898,+1.05906129E+01,1.05907695E+01,+2.04000000E-02,
2716,11950.1384,23.898,+1.05906132E+01,1.05907691E+01,+2.02690000E-02,
2717,11954.5379,23.906,+1.05906135E+01,1.05907660E+01,+2.02690000E-02,
2718,11958.9375,23.906,+1.05906128E+01,1.05907665E+01,+2.02690000E-02,
2719,11963.3381,23.906,+1.05906134E+01,1.05907668E+01,+2.02690000E-02,
2720,11967.7365,23.906,+1.05906129E+01,1.05907667E+01,+2.04000000E-02,
2721,11972.1376,23.906,+1.05906140E+01,1.05907650E+01,+2.04000000E-02,
2722,11976.5383,23.906,+1.05906133E+01,1.05907668E+01,+2.04000000E-02,
2723,11980.9399,23.906,+1.05906133E+01,1.05907647E+01,+2.04000000E-02,
2724,11985.3409,23.906,+1.05906133E+01,1.05907645E+01,+2.04000000E-02,
2725,11989.7424,23.898,+1.05906127E+01,1.05907672E+01,+2.04000000E-02,
2726,11994.1444,23.898,+1.05906131E+01,1.05907655E+01,+2.02690000E-02,
2727,11998.5479,23.898,+1.05906137E+01,1.05907683E+01,+2.04000000E-02,
2728,12002.9476,23.898,+1.05906134E+01,1.05907685E+01,+2.02690000E-02,
2729,12007.3510,23.898,+1.05906137E+01,1.05907689E+01,+2.04000000E-02,
2730,12011.7497,23.898,+1.05906138E+01,1.05907682E+01,+2.02690000E-02,
2731,12016.1505,23.898,+1.05906138E+01,1.05907684E+01,+2.04000000E-02,
2732,12020.5509,23.898,+1.05906142E+01,1.05907694E+01,+2.04000000E-02,
2733,12024.9523,23.898,+1.05906143E+01,1.05907703E+01,+2.04000000E-02,
2734,12029.3516,23.898,+1.05906144E+01,1.05907682E+01,+2.02690000E-02,
2735,12033.7495,23.898,+1.05906139E+01,1.05907694E+01,+2.02690000E-02,
2736,12038.1487,23.898,+1.05906146E+01,1.05907714E+01,+2.02690000E-02,
2737,12042.5486,23.898,+1.05906147E+01,1.05907693E+01,+2.02690000E-02,
2738,12046.9485,23.898,+1.05906138E+01,1.05907680E+01,+2.04000000E-02,
2739,12051.3485,23.898,+1.05906139E+01,1.05907704E+01,+2.02690000E-02,
2740,12055.7482,23.898,+1.05906136E+01,1.05907660E+01,+2.04000000E-02,
2741,12060.1482,23.898,+1.05906137E+01,1.05907669E+01,+2.02690000E-02,
2742,12064.5488,23.898,+1.05906134E+01,1.05907660E+01,+2.02690000E-02,
2743,12068.9486,23.898,+1.05906133E+01,1.05907667E+01,+2.02690000E-02,
2744,12073.3487,23.898,+1.05906130E+01,1.05907656E+01,+2.04000000E-02,
2745,12077.7500,23.891,+1.05906127E+01,1.05907661E+01,+2.02690000E-02,
2746,12082.1521,23.891,+1.05906130E+01,1.05907636E+01,+2.02690000E-02,
2747,12086.5559,23.891,+1.05906137E+01,1.05907638E+01,+2.02690000E-02,
2748,12090.9595,23.891,+1.05906131E+01,1.05907645E+01,+2.02690000E-02,
2749,12095.3592,23.891,+1.05906129E+01,1.05907659E+01,+2.02690000E-02,
2750,12099.7610,23.891,+1.05906124E+01,1.05907657E+01,+2.02690000E-02,
2751,12104.1628,23.891,+1.05906123E+01,1.05907667E+01,+2.02690000E-02,
2752,12108.5659,23.891,+1.05906120E+01,1.05907665E+01,+2.02690000E-02,
2753,12112.9650,23.898,+1.05906116E+01,1.05907654E+01,+2.02690000E-02,
2754,12117.3661,23.898,+1.05906115E+01,1.05907645E+01,+2.02690000E-02,
2755,12121.7660,23.898,+1.05906119E+01,1.05907649E+01,+2.02690000E-02,
2756,12126.1666,23.898,+1.05906124E+01,1.05907679E+01,+2.04000000E-02,
2757,12130.5665,23.891,+1.05906131E+01,1.05907677E+01,+2.02690000E-02,
2758,12134.9662,23.891,+1.05906120E+01,1.05907677E+01,+2.04000000E-02,
2759,12139.3654,23.891,+1.05906128E+01,1.05907682E+01,+2.02690000E-02,
2760,12143.7647,23.891,+1.05906123E+01,1.05907690E+01,+2.04000000E-02,
2761,12148.1647,23.883,+1.05906119E+01,1.05907669E+01,+2.02690000E-02,
2762,12152.5662,23.883,+1.05906120E+01,1.05907687E+01,+2.02690000E-02,
2763,12156.9632,23.883,+1.05906112E+01,1.05907685E+01,+2.04000000E-02,
2764,12161.3621,23.883,+1.05906116E+01,1.05907701E+01,+2.02690000E-02,
2765,12165.7613,23.891,+1.05906109E+01,1.05907681E+01,+2.04000000E-02,
2766,12170.1593,23.891,+1.05906110E+01,1.05907676E+01,+2.02690000E-02,
2767,12174.5563,23.891,+1.05906119E+01,1.05907666E+01,+2.04000000E-02,
2768,12178.9541,23.891,+1.05906121E+01,1.05907683E+01,+2.04000000E-02,
2769,12183.3521,23.867,+1.05906113E+01,1.05907675E+01,+2.04000000E-02,
2770,12187.7503,23.867,+1.05906131E+01,1.05907662E+01,+2.04000000E-02,
2771,12192.1489,23.867,+1.05906133E+01,1.05907656E+01,+2.02690000E-02,
2772,12196.5493,23.867,+1.05906130E+01,1.05907646E+01,+2.04000000E-02,
2773,12200.9479,23.875,+1.05906129E+01,1.05907670E+01,+2.04000000E-02,
2774,12205.3465,23.875,+1.05906118E+01,1.05907674E+01,+2.04000000E-02,
2775,12209.7477,23.875,+1.05906123E+01,1.05907674E+01,+2.02690000E-02,
2776,12214.1483,23.875,+1.05906120E+01,1.05907672E+01,+2.04000000E-02,
2777,12218.5489,23.867,+1.05906122E+01,1.05907689E+01,+2.04000000E-02,
2778,12222.9478,23.867,+1.05906127E+01,1.05907704E+01,+2.04000000E-02,
2779,12227.3474,23.867,+1.05906126E+01,1.05907694E+01,+2.04000000E-02,
2780,12231.7464,23.867,+1.05906133E+01,1.05907682E+01,+2.04000000E-02,
2781,12236.1455,23.883,+1.05906130E+01,1.05907704E+01,+2.04000000E-02,
2782,12240.5441,23.883,+1.05906125E+01,1.05907679E+01,+2.04000000E-02,
2783,12244.9453,23.883,+1.05906122E+01,1.05907697E+01,+2.04000000E-02,
2784,12249.3422,23.883,+1.05906123E+01,1.05907701E+01,+2.02690000E-02,
2785,12253.7419,23.883,+1.05906126E+01,1.05907692E+01,+2.02690000E-02,
2786,12258.1427,23.883,+1.05906126E+01,1.05907710E+01,+2.02690000E-02,
2787,12262.5413,23.883,+1.05906128E+01,1.05907680E+01,+2.02690000E-02,
2788,12266.9410,23.883,+1.05906136E+01,1.05907712E+01,+2.02690000E-02,
2789,12271.3408,23.891,+1.05906122E+01,1.05907688E+01,+2.02690000E-02,
2790,12275.7411,23.891,+1.05906125E+01,1.05907687E+01,+2.04000000E-02,
